,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,11.386387323831894,2.388095556557413,0.06714116030363669,0.0007971455745308481,5.9551919415790646e-05,3.4609963229638866e-06,1.2180516277649353e-06,1.3314279334779573e-07,8.138306490444812e-08,1.3113912980685326e-08,9.745388491912758e-09,1.987193740180483e-09,1.716811136416572e-09,3.8112476458126706e-10,3.722634143169502e-10,9.347089522339094e-11,9.776038545223206e-11,2.658106331833745e-11,2.955986564497769e-11,8.526805525891111e-12,9.9622644213732e-12,3.032755138223676e-12,3.692576194875114e-12,1.1738969408557877e-12,1.4817676158173577e-12,4.871106137208397e-13,6.356022036093583e-13,2.148963931141557e-13,2.8787134194968293e-13,1.0011952221033976e-13
1,11.665190893532985,1.9716439509465504,0.09295253651371503,0.0013944584360214931,0.00015273591587756276,9.28064000779822e-06,3.7264954227034074e-06,4.2992849663153843e-07,2.5851729508265797e-07,4.188687323315454e-08,3.201650277251755e-08,6.354079015175701e-09,5.5217203615081676e-09,1.2492197020113059e-09,1.2056750856452516e-09,3.027081854619937e-10,3.1525467963174734e-10,8.589331509500694e-11,9.511062868192856e-11,2.751353335828399e-11,3.2203207744589284e-11,9.795613527843275e-12,1.1943962748218503e-11,3.785835221877873e-12,4.786610191088561e-12,1.5732072139478427e-12,2.0486364575685883e-12,6.945987091708196e-13,9.292763472557734e-13,3.2348019770814744e-13
2,6.1150695452101145,2.0954831898568957,0.09009573489393911,0.0012570406002336213,0.00013617366512210638,8.058529591540055e-06,3.543733680041269e-06,4.25533898174494e-07,2.5241735412574185e-07,4.022035305231726e-08,3.109385170212987e-08,6.029033980208337e-09,5.294629903806483e-09,1.195785550247105e-09,1.154532487725122e-09,2.9047433084855867e-10,3.02529681787197e-10,8.235520624769631e-11,9.142101009235325e-11,2.6403726496608714e-11,3.091228868642104e-11,9.410213024192197e-12,1.1459953087709425e-11,3.636008231328548e-12,4.598525715421426e-12,1.5102720946276336e-12,1.969122519264389e-12,6.667493648226918e-13,8.92573721772606e-13,3.1053209473779884e-13
3,3.2529517991374552,1.4126533725139752,0.07234241780474901,0.0011297488767842325,0.00013864841917932198,8.61767924362679e-06,3.4685854337926845e-06,4.1622660980263524e-07,2.472591367703281e-07,4.051542210991429e-08,3.06593368709136e-08,6.087575783350508e-09,5.285248546045157e-09,1.1881195807206942e-09,1.150509539723134e-09,2.885831677978664e-10,3.018891377606957e-10,8.1912981638128e-11,9.090619431078428e-11,2.627068268648905e-11,3.077510213407556e-11,9.369783568146653e-12,1.1416002135463017e-11,3.6163904111524484e-12,4.575247202323153e-12,1.502969848854504e-12,1.9586016404324828e-12,6.640297478437638e-13,8.88422656296759e-13,3.090114133584906e-13
4,1.160576037211254,1.6827564353429154,0.06831601032618316,0.0010278255287499202,0.00012083757623436327,7.5242488039786254e-06,2.962993559515336e-06,3.321803918200675e-07,2.0507879284098343e-07,3.364765007342512e-08,2.5187001617937004e-08,5.013638413977328e-09,4.3059854819552735e-09,9.835806110166979e-10,9.486827412838528e-10,2.381062178947262e-10,2.4830426274113615e-10,6.760904622408179e-11,7.496341386957202e-11,2.1629411787432936e-11,2.530367851614529e-11,7.693714286106379e-12,9.387654756018032e-12,2.974829652075569e-12,3.7629316782073696e-12,1.2355782814626007e-12,1.6112432826342282e-12,5.457680275683967e-13,7.306651623889454e-13,2.541779297632637e-13
5,0.586679215391124,0.5215193835507832,0.06143473424532736,0.001121948079124222,0.00011394720598831045,6.052294522636466e-06,2.6236755414197036e-06,3.1716769222705774e-07,1.7932358699418105e-07,2.935429457186889e-08,2.2666267905891267e-08,4.384615825549897e-09,3.852928712933297e-09,8.814636531275254e-10,8.398399841045197e-10,2.1135286649193267e-10,2.2184054857306035e-10,6.004698861669485e-11,6.686017462811382e-11,1.928534776462711e-11,2.2545671035545267e-11,6.862435885746698e-12,8.357463884519653e-12,2.648745357522536e-12,3.3493645136626362e-12,1.100918394051512e-12,1.435726904509269e-12,4.865292549148065e-13,6.509807725161208e-13,2.2647748286654043e-13
6,0.20329108795793738,0.45618361609007696,0.05154769541459946,0.0012112208188133865,0.0001418904847791175,8.39667461362206e-06,3.440320731991412e-06,4.025526700549257e-07,2.410961999571045e-07,3.930371345987213e-08,2.909645223093094e-08,5.759382018104599e-09,5.0211805362696526e-09,1.143434318639002e-09,1.1071494803143131e-09,2.762756131197117e-10,2.892102822762775e-10,7.864293808283262e-11,8.728298743765404e-11,2.5219737091981933e-11,2.950807679838218e-11,8.953482268838448e-12,1.093666509280116e-11,3.4679462089804586e-12,4.3839094804180865e-12,1.4408644990654787e-12,1.8771489606318063e-12,6.362671369294182e-13,8.516398734876664e-13,2.9619167226519073e-13
7,0.05708890587754294,0.1595621490001273,0.0379390073754489,0.0008388776850848741,9.97595757699343e-05,5.386952261823194e-06,2.1824608304233304e-06,2.510025583574666e-07,1.5304077805511555e-07,2.4219651805697196e-08,1.824694175831981e-08,3.6852443684525235e-09,3.186528796385927e-09,7.142387725786006e-10,6.949446617911379e-10,1.7372324681579333e-10,1.8058655494022364e-10,4.9147958287523086e-11,5.460483334057192e-11,1.57517181478354e-11,1.8468610279623528e-11,5.6079241004638885e-12,6.840576334915611e-12,2.167855319868415e-12,2.740581805956653e-12,9.021848598662924e-13,1.174704177761828e-12,3.97998519314249e-13,5.326747493656067e-13,1.8526932331980808e-13
8,0.01820782650508769,0.06065334415006072,0.03883854937946982,0.000793397229743683,8.434330945198162e-05,5.588008979799523e-06,2.194994720029243e-06,2.592701230514526e-07,1.552604905294588e-07,2.5260799918706628e-08,1.8719614808851687e-08,3.710116183774164e-09,3.1958129665934433e-09,7.32206447494275e-10,7.03174786173114e-10,1.7643938094494504e-10,1.8347895521551435e-10,4.987875025673612e-11,5.5417179715126004e-11,1.6008580278880715e-11,1.873292123689521e-11,5.688333364701333e-12,6.952617148251638e-12,2.201682725741544e-12,2.783812566874235e-12,9.142486624850218e-13,1.1928050972620706e-12,4.0422514941991487e-13,5.401357340909162e-13,1.8811669324483518e-13
9,0.007720325904008337,0.02367089025429217,0.021454290721224394,0.0009691322782843315,9.652830354370343e-05,5.058604795208828e-06,1.880115364643281e-06,2.2811389488394065e-07,1.2835480288364344e-07,2.119704363327297e-08,1.536921006022856e-08,3.0791132256784824e-09,2.6555499358827777e-09,6.097780984326226e-10,5.872804746511858e-10,1.4650193195944852e-10,1.5357486423935904e-10,4.1798266531117815e-11,4.63375772890163e-11,1.3404838202936283e-11,1.56758820947019e-11,4.762499049363144e-12,5.8094708262509535e-12,1.8404305119193333e-12,2.330851698280023e-12,7.665252935119687e-13,9.972994056545478e-13,3.3770331065881986e-13,4.5219125085975446e-13,1.5729955663009383e-13
10,0.005726439631417295,0.007025083023917415,0.008824469510100068,0.0006210005270583174,7.314605382220744e-05,4.264629704646168e-06,1.35554339088636e-06,1.5732220285445846e-07,9.387478548660048e-08,1.5029253487344118e-08,1.1202639313548504e-08,2.2077091977437815e-09,1.8846562062189105e-09,4.2811245335626635e-10,4.1039122944276313e-10,1.0527412432309881e-10,1.0892094852593992e-10,2.95563194802217e-11,3.2978971278632144e-11,9.538518077502241e-12,1.112092348976364e-11,3.3911897073777677e-12,4.144372052063827e-12,1.3064327830424036e-12,1.6536751886333783e-12,5.440506320491509e-13,7.086724179264103e-13,2.4057470906134355e-13,3.220061095990202e-13,1.1208621122542169e-13
11,0.004401673751713877,0.001554529119593592,0.0036501635397440096,0.0005277689106544858,7.138993530697952e-05,3.151050711129546e-06,1.0034597464221431e-06,1.343046101651337e-07,7.881768214096536e-08,1.1731947250440723e-08,8.929243094210242e-09,1.6980217914047005e-09,1.511127372039115e-09,3.4198950912026045e-10,3.320677319867945e-10,8.084222416357779e-11,8.491518100081213e-11,2.3220269595768014e-11,2.580741953563359e-11,7.44502810793557e-12,8.670392176905283e-12,2.639032801790496e-12,3.220775038370536e-12,1.0239709098259473e-12,1.2915125876211982e-12,4.247995524663313e-13,5.531272194207558e-13,1.8741359898179672e-13,2.5073452952111934e-13,8.711716045604688e-14
12,0.00373073632087125,0.0007131167920865363,0.001209254126986946,0.00034662970105738444,4.783006716229497e-05,2.7198261845364394e-06,1.00374269769653e-06,1.0200397197097887e-07,4.83344226128888e-08,8.670429695872035e-09,5.95789331343563e-09,1.2314253674077214e-09,1.046670145341355e-09,2.356947339663776e-10,2.3232078572741132e-10,5.786351268580808e-11,5.98155810550301e-11,1.6687842295078335e-11,1.8284414059046678e-11,5.301330844351619e-12,6.21278312321318e-12,1.8933425924641685e-12,2.2982349156138738e-12,7.291198318638347e-13,9.21650241795009e-13,3.0370148835580216e-13,3.9403595111922024e-13,1.3399584041359796e-13,1.7933855318844673e-13,6.240673309250103e-14
13,0.0031515312448182945,0.0001844214958186925,0.000399335809502733,0.0002038513746398672,4.0135014172293345e-05,2.5686116618259254e-06,8.315386605113904e-07,9.205605675381867e-08,5.112191677105957e-08,7.687653627358265e-09,5.584122071110731e-09,1.1659002860918178e-09,9.682084461511123e-10,2.1876574870733945e-10,2.1275500468545488e-10,5.306582666943736e-11,5.481727529777595e-11,1.475533523535741e-11,1.65302026648697e-11,4.792067416496548e-12,5.604416926305179e-12,1.6933465112567789e-12,2.0710634307733513e-12,6.556431334865069e-13,8.309589917015287e-13,2.7322231466998135e-13,3.5574472709919553e-13,1.2025818799832096e-13,1.6149362120043709e-13,5.6205389675051335e-14
14,0.002427595192832435,4.362907237739713e-05,0.00010344059410963056,0.000105870891808774,2.8118820172481045e-05,2.345193269175745e-06,6.959804497398529e-07,7.358634408281392e-08,3.152328927746183e-08,4.350093553499961e-09,3.082197527587006e-09,6.199332713409287e-10,5.321555737258854e-10,1.200382069497176e-10,1.1459515079428935e-10,2.8747527628918598e-11,2.997763889065128e-11,8.145984746842246e-12,9.06707508008281e-12,2.6845963448733656e-12,3.106034116745906e-12,9.389957936384457e-13,1.1487716337314864e-12,3.6277417813202126e-13,4.632378246542965e-13,1.5177696062753774e-13,1.9767573899072329e-13,6.701143217772673e-14,8.929635849347335e-14,3.103489307840873e-14
